決算期,y_hat_lstm_mv_hid100_lr0.005_epoch1000
2016-06-01,118.89275360107422
2016-09-01,29.729053497314453
2016-12-01,-9.026224136352539
2017-03-01,70.7198257446289
2017-06-01,118.93994903564453
2017-09-01,57.56399917602539
2017-12-01,100.50454711914062
2018-03-01,104.69121551513672
2018-06-01,120.14080047607422
2018-09-01,57.56399917602539
2018-12-01,52.55145263671875
2019-03-01,96.85636901855469
2019-06-01,120.47508239746094
2019-09-01,57.791954040527344
2019-12-01,118.2197494506836
2020-03-01,109.8607177734375
